index,used,title,author,publish_time,href,context,search
103,0,R과 Chat GPT를 활용한 HR Data 시각화,Mobiinside,Jun 13. 2023,https://brunch.co.kr/@@zIH/5301,"ChatGPT의 등장은 데이터 분석 진입장벽을 크게 낮췄습니다. 이전에는 R를 활용하여 통계분석을 수행하기 위해서는 R코딩과 통계학에 대한 심도 있는 이해가 필요했지만, 지금은 Chat GPT을 통해 통계 지식을 이해하는데 도움을 받을 수도 있으며, 코드를...",코딩
104,0,AI에게 일자리를 빼앗긴 인류는 불행하기만 할까? - 일자리 관점에서 생성 AI 확산이 가져올 사회적 변화는?,무무,Jun 13. 2023,https://brunch.co.kr/@@cG4E/12,"구입합니다. 이처럼 우리의 직업 모두가 ai에게 대체되지 않을 것이라 믿습니다. 어쩌면 먼 미래에 우리는 사람이 직접 짠코딩, 사람이 100% 쓴 대본(소설), 사람 목소리로만 구성된 노래와 영화를 보면서 감동할지도 모릅니다. 우리가 이미 ’크리스토퍼...",코딩
105,0,컴맹이 사용해 본 챗gpt,Hanabee,Jun 13. 2023,https://brunch.co.kr/@@bHOX/4,"하루에 한번도 안 쓴날이 없지만 게임하는 것과 간단한 웹 이용말고는 할 줄 아는 게 없다. 최근 삼성의 직원이 회사 내부코딩을 챗gpt에 올리면서 문제가 되기도 했었고 논문을 대신 작성하거나, AI를 이용해 웹툽을 제작하는 등의 대해 문제점들이 각 곳...",코딩
106,0,"애플페이가 쏘아올린 공 - 혁신일까, 교란일까.",E nudge 이넛지,Jun 13. 2023,https://brunch.co.kr/@@7CD9/99,"글로벌하게 ‘삼성 월렛’이라는 명칭으로 서비스를 제공한다. 디지털화된 개인정보, 결제정보, 자산 등을 하드웨어 및소프트웨어보안 솔루션으로 관리하겠다는 것이다. 출처: 삼성 홈페이지 2021년 애플은 아이폰 및 애플워치의 월렛 앱에 운전면허증...",소프트웨어
107,0,디자인 시스템에서 왜 아토믹 디자인 방법론을 적용하나? - 디자인 시스템에서 왜 아토믹 디자인 방법론을 적용하는가?,DO BLING,Jun 13. 2023,https://brunch.co.kr/@@fpdv/11,"재사용이 가능하고 유지보수가 가능하며 확장성이 있도록 시스템을 만들고 가이드 라인을 정립해야합니다. 결론 팀 단위로소프트웨어를 개발할 때, 아토믹 디자인 패턴을 적용하는 것은 협업을 높일 수 있다고 봅니다. 단점은 팀에서 새로운 방식에 적응...",소프트웨어
108,0,"노사갈등이 해결하기 어려운 이유 (f. 항만노조) - 노사갈등, 노조파업, 항만노조, 해운물류, 해상운임, 자동화터미널, 물류",로지브리지,Jun 13. 2023,https://brunch.co.kr/@@7DUh/460,"아직까지 그렇게 앞서가지는 못한 것 같습니다. 하드웨어는 몇몇 나라에서 먼저 시작했을지 모르지만 여전히 전체적으로소프트웨어까지 같이 스마트하게 발전한 나라들이 그렇게 많은 건 아니거든요. 우리나라도 IT 선진국이며, 통신에 대해서도 다른...",소프트웨어
109,0,오랜만의 대면 행사 - Welcom FY2024,칠봉,Jun 13. 2023,https://brunch.co.kr/@@f2c8/34,"그러다 보니, 스스로 공부하고 훈련을 해야 하는 상황에 처해있습니다. 게다가 AI, Big Data, NFT, Metabus, Open SourceSoftware등등의 변화를 앞서가지는 못하더라도 따라가려면, 추가적으로 공부를 해야 하는 상황이 되었습니다. 이러한 상황에서 저...",소프트웨어
110,0,"나스닥의 1.53% 폭주, 생각해보니 더 좋아질 애플",조던 JD부자연구소소장,Jun 13. 2023,https://brunch.co.kr/@@234D/4657,것은 바로 애플의 iOS 생태계다. 메타의 퀘스트가 실패한 이유는 바로 생태계가 없었기 때문이다. 게다가 VR만 되니소프트웨어가 훨씬 더 부족할 수밖에 없다. 메타의 호라이즌 월드는 MAU 목표치를 50만 명을 예상했지만 이에 훨씬 못 미치며 적자가...,소프트웨어
111,0,혹평 쏟아졌어.. 결국 미국서 외면받은 베트남 전기차,오토브런치,Jun 13. 2023,https://brunch.co.kr/@@cwOA/3244,초기 물량 모두 리콜 실내 구성도 지적받아 주요 외신 보도에 따르면 빈패스트 전기차 VF8은 최근 인포테인먼트 시스템소프트웨어오류로 안전 관련 정보가 디스플레이에 표시되지 않아 리콜에 들어갔다. 작년 12월 미국에 수출된 999대가 리콜 대상으로...,소프트웨어
112,0,블록체인에 대한 평소 생각들 feat. SEC - SEC의 코인베이스와 바이낸스 규제를 보고 정리한 평소 생각들,서희수,Jun 13. 2023,https://brunch.co.kr/@@1oAR/7,"역사적으로 이념이나 정치체계의 전환은 기술 혁신으로 인한 패러다임 전환보다 훨씬 느렸다. 6. 또 누군가는 사용자들이백엔드가 블록체인임을 인지하지 못할 정도로 UX를 편리하고 빠르게 만들면 해결될 거라고 주장하는데, 그럼 애초에 왜 블록체인을...",백엔드
